2, 0, Note_on_c, 9, 37, 127
2, 480, Note_on_c, 9, 37, 127
2, 960, Note_on_c, 9, 37, 127
2, 1440, Note_on_c, 9, 37, 127
2, 1920, Note_on_c, 9, 44, 127
2, 2400, Note_on_c, 9, 44, 127
2, 2880, Note_on_c, 9, 44, 127
2, 3360, Note_on_c, 9, 44, 127
2, 3840, Note_on_c, 9, 44, 127
2, 4320, Note_on_c, 9, 44, 127
2, 4800, Note_on_c, 9, 44, 127
2, 5280, Note_on_c, 9, 44, 127
2, 5760, Note_on_c, 9, 44, 127
2, 6240, Note_on_c, 9, 44, 127
2, 6720, Note_on_c, 9, 44, 127
2, 7200, Note_on_c, 9, 44, 127
2, 7680, Note_on_c, 9, 44, 127
2, 8160, Note_on_c, 9, 44, 127
2, 8640, Note_on_c, 9, 44, 127
2, 9120, Note_on_c, 9, 44, 127
2, 9600, Note_on_c, 9, 44, 127
2, 10080, Note_on_c, 9, 44, 127
2, 10560, Note_on_c, 9, 44, 127
2, 11040, Note_on_c, 9, 44, 127
2, 11520, Note_on_c, 9, 44, 127
2, 12000, Note_on_c, 9, 44, 127
2, 12480, Note_on_c, 9, 44, 127
2, 12960, Note_on_c, 9, 44, 127
2, 13440, Note_on_c, 9, 36, 127
2, 13440, Note_on_c, 9, 49, 127
2, 13440, Note_on_c, 9, 57, 127
2, 13680, Note_on_c, 9, 42, 123
2, 13920, Note_on_c, 9, 40, 127
2, 13920, Note_on_c, 9, 42, 127
2, 14160, Note_on_c, 9, 42, 123
2, 14400, Note_on_c, 9, 36, 127
2, 14400, Note_on_c, 9, 42, 127
2, 14640, Note_on_c, 9, 36, 127
2, 14640, Note_on_c, 9, 42, 119
2, 14880, Note_on_c, 9, 40, 127
2, 14880, Note_on_c, 9, 42, 127
2, 15120, Note_on_c, 9, 42, 123
2, 15360, Note_on_c, 9, 36, 127
2, 15360, Note_on_c, 9, 42, 127
2, 15600, Note_on_c, 9, 42, 122
2, 15840, Note_on_c, 9, 40, 127
2, 15840, Note_on_c, 9, 42, 127
2, 16080, Note_on_c, 9, 42, 125
2, 16320, Note_on_c, 9, 36, 127
2, 16320, Note_on_c, 9, 42, 127
2, 16560, Note_on_c, 9, 36, 127
2, 16560, Note_on_c, 9, 42, 121
2, 16800, Note_on_c, 9, 40, 127
2, 16800, Note_on_c, 9, 42, 127
2, 17040, Note_on_c, 9, 42, 122
2, 17280, Note_on_c, 9, 36, 127
2, 17280, Note_on_c, 9, 42, 127
2, 17520, Note_on_c, 9, 42, 123
2, 17760, Note_on_c, 9, 40, 127
